event_id,referral_lead_id,partner_id,event_type,event_at,agent_name,rationale
EV000382,RL00105,,classified,2023-07-09,intake,
EV000383,RL00105,P002,matched,2023-07-12,matching,"top-3 by capacity+ROI, ranked P002 #1"
EV000384,RL00105,P002,booked,2023-07-21,negotiation,partner accepted; capacity held
EV000385,RL00105,P002,resolved,2023-08-13,monitor,closed successfully
EV000386,RL00106,,classified,2023-08-15,intake,
EV000387,RL00106,P003,matched,2023-08-17,matching,"top-3 by capacity+ROI, ranked P003 #1"
EV000388,RL00107,,classified,2023-08-15,intake,
EV000389,RL00107,P001,matched,2023-08-18,matching,"top-3 by capacity+ROI, ranked P001 #1"
EV000390,RL00107,P001,lost,2023-08-24,monitor,no fit / declined
EV000391,RL00108,,classified,2023-08-23,intake,
EV000392,RL00108,P001,matched,2023-08-25,matching,"top-3 by capacity+ROI, ranked P001 #1"
EV000393,RL00108,P001,booked,2023-08-28,negotiation,partner accepted; capacity held
EV000394,RL00108,P001,resolved,2023-09-05,monitor,closed successfully
EV000395,RL00109,,classified,2023-08-24,intake,
EV000396,RL00109,P001,matched,2023-08-25,matching,"top-3 by capacity+ROI, ranked P001 #1"
EV000397,RL00109,P001,booked,2023-09-02,negotiation,partner accepted; capacity held
EV000398,RL00109,P001,resolved,2023-09-21,monitor,closed successfully
EV000399,RL00110,,classified,2023-08-28,intake,
EV000400,RL00110,P002,matched,2023-08-30,matching,"top-3 by capacity+ROI, ranked P002 #1"
EV000401,RL00110,P002,booked,2023-09-06,negotiation,partner accepted; capacity held
EV000402,RL00110,P002,resolved,2023-09-24,monitor,closed successfully
EV000403,RL00111,,classified,2023-08-17,intake,
EV000404,RL00112,,classified,2023-08-18,intake,
EV000405,RL00113,,classified,2023-08-01,intake,
EV000406,RL00113,P001,matched,2023-08-04,matching,"top-3 by capacity+ROI, ranked P001 #1"
EV000407,RL00113,P001,outreach_sent,2023-08-05,negotiation,round 1
EV000408,RL00113,P001,reply_received,2023-08-06,negotiation,propose_alternative
EV000409,RL00113,P001,outreach_sent,2023-08-07,negotiation,round 2
EV000410,RL00113,P001,reply_received,2023-08-08,negotiation,propose_alternative
EV000411,RL00113,P001,outreach_sent,2023-08-09,negotiation,round 3
EV000412,RL00113,P001,reply_received,2023-08-10,negotiation,propose_alternative
EV000413,RL00114,,classified,2023-08-02,intake,
EV000414,RL00114,P003,matched,2023-08-04,matching,"top-3 by capacity+ROI, ranked P003 #1"
EV000415,RL00114,P003,booked,2023-08-10,negotiation,partner accepted; capacity held
EV000416,RL00114,P003,resolved,2023-08-16,monitor,closed successfully
EV000417,RL00115,,classified,2023-08-11,intake,
EV000418,RL00115,P002,matched,2023-08-12,matching,"top-3 by capacity+ROI, ranked P002 #1"
EV000419,RL00115,P002,booked,2023-08-22,negotiation,partner accepted; capacity held
EV000420,RL00115,P002,resolved,2023-09-08,monitor,closed successfully
EV000421,RL00116,,classified,2023-08-04,intake,
EV000422,RL00116,P003,matched,2023-08-05,matching,"top-3 by capacity+ROI, ranked P003 #1"
EV000423,RL00116,P003,booked,2023-08-09,negotiation,partner accepted; capacity held
EV000424,RL00116,P003,resolved,2023-08-15,monitor,closed successfully
EV000425,RL00117,,classified,2023-08-13,intake,
EV000426,RL00117,P003,matched,2023-08-16,matching,"top-3 by capacity+ROI, ranked P003 #1"
EV000427,RL00117,P003,booked,2023-08-25,negotiation,partner accepted; capacity held
EV000428,RL00117,P003,resolved,2023-09-02,monitor,closed successfully
EV000429,RL00118,,classified,2023-08-22,intake,
EV000430,RL00118,P003,matched,2023-08-24,matching,"top-3 by capacity+ROI, ranked P003 #1"
EV000431,RL00118,P003,lost,2023-09-08,monitor,no fit / declined
EV000432,RL00119,,classified,2023-08-02,intake,
EV000433,RL00119,P002,matched,2023-08-04,matching,"top-3 by capacity+ROI, ranked P002 #1"
EV000434,RL00119,P002,booked,2023-08-06,negotiation,partner accepted; capacity held
EV000435,RL00119,P002,resolved,2023-08-19,monitor,closed successfully
EV000436,RL00120,,classified,2023-08-19,intake,
EV000437,RL00120,P002,matched,2023-08-22,matching,"top-3 by capacity+ROI, ranked P002 #1"
EV000438,RL00120,P002,outreach_sent,2023-08-23,negotiation,round 1
EV000439,RL00120,P002,reply_received,2023-08-24,negotiation,propose_alternative
EV000440,RL00120,P002,outreach_sent,2023-08-25,negotiation,round 2
EV000441,RL00120,P002,reply_received,2023-08-26,negotiation,propose_alternative
EV000442,RL00120,P002,outreach_sent,2023-08-27,negotiation,round 3
EV000443,RL00120,P002,reply_received,2023-08-28,negotiation,propose_alternative
EV000444,RL00121,,classified,2023-09-03,intake,
EV000445,RL00121,P003,matched,2023-09-04,matching,"top-3 by capacity+ROI, ranked P003 #1"
EV000446,RL00121,P003,outreach_sent,2023-09-05,negotiation,round 1
EV000447,RL00121,P003,reply_received,2023-09-06,negotiation,propose_alternative
EV000448,RL00121,P003,outreach_sent,2023-09-07,negotiation,round 2
EV000449,RL00121,P003,reply_received,2023-09-08,negotiation,propose_alternative
EV000450,RL00121,P003,outreach_sent,2023-09-09,negotiation,round 3
EV000451,RL00121,P003,reply_received,2023-09-10,negotiation,propose_alternative
EV000452,RL00122,,classified,2023-09-15,intake,
EV000453,RL00122,P001,matched,2023-09-18,matching,"top-3 by capacity+ROI, ranked P001 #1"
EV000454,RL00122,P001,booked,2023-09-25,negotiation,partner accepted; capacity held
EV000455,RL00122,P001,resolved,2023-10-03,monitor,closed successfully
EV000456,RL00123,,classified,2023-09-28,intake,
EV000457,RL00123,P003,matched,2023-09-29,matching,"top-3 by capacity+ROI, ranked P003 #1"
EV000458,RL00123,P003,outreach_sent,2023-09-30,negotiation,round 1
EV000459,RL00123,P003,reply_received,2023-10-01,negotiation,propose_alternative
EV000460,RL00123,P003,outreach_sent,2023-10-02,negotiation,round 2
EV000461,RL00123,P003,reply_received,2023-10-03,negotiation,propose_alternative
EV000462,RL00123,P003,outreach_sent,2023-10-04,negotiation,round 3
EV000463,RL00123,P003,reply_received,2023-10-05,negotiation,propose_alternative
EV000464,RL00124,,classified,2023-09-09,intake,
EV000465,RL00124,P003,matched,2023-09-11,matching,"top-3 by capacity+ROI, ranked P003 #1"
EV000466,RL00124,P003,booked,2023-09-16,negotiation,partner accepted; capacity held
EV000467,RL00124,P003,resolved,2023-09-26,monitor,closed successfully
EV000468,RL00125,,classified,2023-09-16,intake,
EV000469,RL00125,P002,matched,2023-09-18,matching,"top-3 by capacity+ROI, ranked P002 #1"
EV000470,RL00125,P002,lost,2023-10-03,monitor,no fit / declined
EV000471,RL00126,,classified,2023-09-11,intake,
EV000472,RL00126,P002,matched,2023-09-12,matching,"top-3 by capacity+ROI, ranked P002 #1"
EV000473,RL00126,P002,lost,2023-09-19,monitor,no fit / declined
EV000474,RL00127,,classified,2023-09-08,intake,
EV000475,RL00127,P001,matched,2023-09-10,matching,"top-3 by capacity+ROI, ranked P001 #1"
EV000476,RL00127,P001,lost,2023-09-25,monitor,no fit / declined
EV000477,RL00128,,classified,2023-09-05,intake,
EV000478,RL00129,,classified,2023-09-24,intake,
EV000479,RL00130,,classified,2023-09-28,intake,
EV000480,RL00130,P003,matched,2023-09-29,matching,"top-3 by capacity+ROI, ranked P003 #1"
EV000481,RL00130,P003,lost,2023-10-04,monitor,no fit / declined
EV000482,RL00131,,classified,2023-09-15,intake,
EV000483,RL00131,P003,matched,2023-09-18,matching,"top-3 by capacity+ROI, ranked P003 #1"
EV000484,RL00131,P003,booked,2023-09-20,negotiation,partner accepted; capacity held
EV000485,RL00131,P003,resolved,2023-10-10,monitor,closed successfully
EV000486,RL00132,,classified,2023-09-28,intake,
EV000487,RL00132,P002,matched,2023-09-30,matching,"top-3 by capacity+ROI, ranked P002 #1"
EV000488,RL00132,P002,booked,2023-10-07,negotiation,partner accepted; capacity held
EV000489,RL00132,P002,resolved,2023-10-22,monitor,closed successfully
EV000490,RL00133,,classified,2023-09-27,intake,
EV000491,RL00133,P001,matched,2023-09-29,matching,"top-3 by capacity+ROI, ranked P001 #1"
EV000492,RL00133,P001,booked,2023-10-08,negotiation,partner accepted; capacity held
EV000493,RL00133,P001,resolved,2023-11-01,monitor,closed successfully
EV000494,RL00134,,classified,2023-09-19,intake,
EV000495,RL00134,P002,matched,2023-09-20,matching,"top-3 by capacity+ROI, ranked P002 #1"
EV000496,RL00134,P002,booked,2023-09-23,negotiation,partner accepted; capacity held
EV000497,RL00134,P002,resolved,2023-10-12,monitor,closed successfully
EV000498,RL00135,,classified,2023-09-02,intake,
EV000499,RL00135,P001,matched,2023-09-03,matching,"top-3 by capacity+ROI, ranked P001 #1"
EV000500,RL00136,,classified,2023-10-22,intake,
EV000501,RL00136,P002,matched,2023-10-23,matching,"top-3 by capacity+ROI, ranked P002 #1"
EV000502,RL00137,,classified,2023-10-23,intake,
EV000503,RL00137,P002,matched,2023-10-25,matching,"top-3 by capacity+ROI, ranked P002 #1"
EV000504,RL00137,P002,booked,2023-10-30,negotiation,partner accepted; capacity held
EV000505,RL00137,P002,resolved,2023-11-06,monitor,closed successfully
EV000506,RL00138,,classified,2023-10-13,intake,
EV000507,RL00138,P002,matched,2023-10-14,matching,"top-3 by capacity+ROI, ranked P002 #1"
EV000508,RL00138,P002,booked,2023-10-20,negotiation,partner accepted; capacity held
EV000509,RL00138,P002,resolved,2023-10-26,monitor,closed successfully
EV000510,RL00139,,classified,2023-10-28,intake,
EV000511,RL00139,P001,matched,2023-10-30,matching,"top-3 by capacity+ROI, ranked P001 #1"
EV000512,RL00139,P001,booked,2023-11-05,negotiation,partner accepted; capacity held
EV000513,RL00139,P001,resolved,2023-11-22,monitor,closed successfully
EV000514,RL00140,,classified,2023-10-06,intake,
EV000515,RL00140,P002,matched,2023-10-07,matching,"top-3 by capacity+ROI, ranked P002 #1"
EV000516,RL00140,P002,booked,2023-10-12,negotiation,partner accepted; capacity held
EV000517,RL00140,P002,resolved,2023-11-01,monitor,closed successfully
EV000518,RL00141,,classified,2023-10-12,intake,
EV000519,RL00141,P002,matched,2023-10-15,matching,"top-3 by capacity+ROI, ranked P002 #1"
EV000520,RL00141,P002,booked,2023-10-22,negotiation,partner accepted; capacity held
EV000521,RL00141,P002,resolved,2023-11-13,monitor,closed successfully
EV000522,RL00142,,classified,2023-10-08,intake,
EV000523,RL00142,P001,matched,2023-10-10,matching,"top-3 by capacity+ROI, ranked P001 #1"
EV000524,RL00142,P001,booked,2023-10-14,negotiation,partner accepted; capacity held
EV000525,RL00142,P001,resolved,2023-11-06,monitor,closed successfully
EV000526,RL00143,,classified,2023-10-14,intake,
EV000527,RL00144,,classified,2023-10-28,intake,
EV000528,RL00144,P001,matched,2023-10-29,matching,"top-3 by capacity+ROI, ranked P001 #1"
EV000529,RL00144,P001,booked,2023-11-05,negotiation,partner accepted; capacity held
EV000530,RL00144,P001,resolved,2023-11-18,monitor,closed successfully
EV000531,RL00145,,classified,2023-10-22,intake,
EV000532,RL00146,,classified,2023-10-26,intake,
EV000533,RL00146,P003,matched,2023-10-29,matching,"top-3 by capacity+ROI, ranked P003 #1"
EV000534,RL00146,P003,booked,2023-11-02,negotiation,partner accepted; capacity held
EV000535,RL00146,P003,resolved,2023-11-24,monitor,closed successfully
EV000536,RL00147,,classified,2023-10-18,intake,
EV000537,RL00147,P001,matched,2023-10-19,matching,"top-3 by capacity+ROI, ranked P001 #1"
EV000538,RL00147,P001,booked,2023-10-26,negotiation,partner accepted; capacity held
EV000539,RL00147,P001,resolved,2023-11-06,monitor,closed successfully
EV000540,RL00148,,classified,2023-10-12,intake,
EV000541,RL00148,P003,matched,2023-10-13,matching,"top-3 by capacity+ROI, ranked P003 #1"
EV000542,RL00148,P003,lost,2023-10-18,monitor,no fit / declined
EV000543,RL00149,,classified,2023-10-27,intake,
EV000544,RL00149,P001,matched,2023-10-30,matching,"top-3 by capacity+ROI, ranked P001 #1"
EV000545,RL00149,P001,lost,2023-11-14,monitor,no fit / declined
EV000546,RL00150,,classified,2023-10-13,intake,
EV000547,RL00150,P003,matched,2023-10-15,matching,"top-3 by capacity+ROI, ranked P003 #1"
EV000548,RL00150,P003,lost,2023-10-23,monitor,no fit / declined
EV000549,RL00151,,classified,2023-11-26,intake,
EV000550,RL00151,P001,matched,2023-11-27,matching,"top-3 by capacity+ROI, ranked P001 #1"
EV000551,RL00151,P001,lost,2023-12-08,monitor,no fit / declined
EV000552,RL00152,,classified,2023-11-04,intake,
EV000553,RL00152,P002,matched,2023-11-06,matching,"top-3 by capacity+ROI, ranked P002 #1"
EV000554,RL00152,P002,lost,2023-11-21,monitor,no fit / declined
EV000555,RL00153,,classified,2023-11-09,intake,
EV000556,RL00153,P002,matched,2023-11-10,matching,"top-3 by capacity+ROI, ranked P002 #1"
EV000557,RL00153,P002,lost,2023-11-17,monitor,no fit / declined
EV000558,RL00154,,classified,2023-11-10,intake,
EV000559,RL00154,P001,matched,2023-11-13,matching,"top-3 by capacity+ROI, ranked P001 #1"
EV000560,RL00154,P001,booked,2023-11-17,negotiation,partner accepted; capacity held
EV000561,RL00154,P001,resolved,2023-12-08,monitor,closed successfully
EV000562,RL00155,,classified,2023-11-28,intake,
EV000563,RL00155,P002,matched,2023-12-01,matching,"top-3 by capacity+ROI, ranked P002 #1"
EV000564,RL00155,P002,lost,2023-12-07,monitor,no fit / declined
EV000565,RL00156,,classified,2023-11-03,intake,
EV000566,RL00156,P001,matched,2023-11-06,matching,"top-3 by capacity+ROI, ranked P001 #1"
EV000567,RL00156,P001,lost,2023-11-17,monitor,no fit / declined
EV000568,RL00157,,classified,2023-11-26,intake,
EV000569,RL00157,P001,matched,2023-11-28,matching,"top-3 by capacity+ROI, ranked P001 #1"
EV000570,RL00158,,classified,2023-11-05,intake,
EV000571,RL00158,P002,matched,2023-11-07,matching,"top-3 by capacity+ROI, ranked P002 #1"
EV000572,RL00158,P002,booked,2023-11-09,negotiation,partner accepted; capacity held
EV000573,RL00158,P002,resolved,2023-11-30,monitor,closed successfully
EV000574,RL00159,,classified,2023-11-27,intake,
EV000575,RL00159,P003,matched,2023-11-29,matching,"top-3 by capacity+ROI, ranked P003 #1"
EV000576,RL00159,P003,booked,2023-12-05,negotiation,partner accepted; capacity held
EV000577,RL00159,P003,resolved,2023-12-17,monitor,closed successfully
EV000578,RL00160,,classified,2023-11-07,intake,
EV000579,RL00160,P003,matched,2023-11-09,matching,"top-3 by capacity+ROI, ranked P003 #1"
EV000580,RL00160,P003,lost,2023-11-16,monitor,no fit / declined
EV000581,RL00161,,classified,2023-11-20,intake,
EV000582,RL00161,P003,matched,2023-11-22,matching,"top-3 by capacity+ROI, ranked P003 #1"
EV000583,RL00161,P003,booked,2023-11-24,negotiation,partner accepted; capacity held
EV000584,RL00161,P003,resolved,2023-12-11,monitor,closed successfully
EV000585,RL00162,,classified,2023-11-08,intake,
EV000586,RL00162,P003,matched,2023-11-09,matching,"top-3 by capacity+ROI, ranked P003 #1"
EV000587,RL00162,P003,booked,2023-11-12,negotiation,partner accepted; capacity held
EV000588,RL00162,P003,resolved,2023-11-29,monitor,closed successfully
EV000589,RL00163,,classified,2023-11-10,intake,
EV000590,RL00163,P003,matched,2023-11-13,matching,"top-3 by capacity+ROI, ranked P003 #1"
EV000591,RL00163,P003,booked,2023-11-20,negotiation,partner accepted; capacity held
EV000592,RL00163,P003,resolved,2023-12-01,monitor,closed successfully
EV000593,RL00164,,classified,2023-11-02,intake,
EV000594,RL00164,P002,matched,2023-11-05,matching,"top-3 by capacity+ROI, ranked P002 #1"
EV000595,RL00164,P002,outreach_sent,2023-11-06,negotiation,round 1
EV000596,RL00164,P002,reply_received,2023-11-07,negotiation,propose_alternative
EV000597,RL00164,P002,outreach_sent,2023-11-08,negotiation,round 2
EV000598,RL00164,P002,reply_received,2023-11-09,negotiation,propose_alternative
EV000599,RL00164,P002,outreach_sent,2023-11-10,negotiation,round 3
EV000600,RL00164,P002,reply_received,2023-11-11,negotiation,propose_alternative
EV000601,RL00165,,classified,2023-11-10,intake,
EV000602,RL00165,P001,matched,2023-11-11,matching,"top-3 by capacity+ROI, ranked P001 #1"
EV000603,RL00165,P001,lost,2023-11-22,monitor,no fit / declined
EV000604,RL00166,,classified,2023-12-03,intake,
EV000605,RL00166,P002,matched,2023-12-06,matching,"top-3 by capacity+ROI, ranked P002 #1"
EV000606,RL00166,P002,booked,2023-12-10,negotiation,partner accepted; capacity held
EV000607,RL00166,P002,resolved,2023-12-28,monitor,closed successfully
EV000608,RL00167,,classified,2023-12-08,intake,
EV000609,RL00167,P002,matched,2023-12-10,matching,"top-3 by capacity+ROI, ranked P002 #1"
EV000610,RL00168,,classified,2023-12-19,intake,
EV000611,RL00168,P001,matched,2023-12-20,matching,"top-3 by capacity+ROI, ranked P001 #1"
EV000612,RL00168,P001,outreach_sent,2023-12-21,negotiation,round 1
EV000613,RL00168,P001,reply_received,2023-12-22,negotiation,propose_alternative
EV000614,RL00168,P001,outreach_sent,2023-12-23,negotiation,round 2
EV000615,RL00168,P001,reply_received,2023-12-24,negotiation,propose_alternative
EV000616,RL00168,P001,outreach_sent,2023-12-25,negotiation,round 3
EV000617,RL00168,P001,reply_received,2023-12-26,negotiation,propose_alternative
EV000618,RL00169,,classified,2023-12-11,intake,
EV000619,RL00169,P003,matched,2023-12-13,matching,"top-3 by capacity+ROI, ranked P003 #1"
EV000620,RL00170,,classified,2023-12-13,intake,
EV000621,RL00170,P001,matched,2023-12-16,matching,"top-3 by capacity+ROI, ranked P001 #1"
EV000622,RL00170,P001,booked,2023-12-20,negotiation,partner accepted; capacity held
EV000623,RL00170,P001,resolved,2024-01-14,monitor,closed successfully
EV000624,RL00171,,classified,2023-12-21,intake,
EV000625,RL00171,P002,matched,2023-12-23,matching,"top-3 by capacity+ROI, ranked P002 #1"
EV000626,RL00171,P002,booked,2023-12-29,negotiation,partner accepted; capacity held
EV000627,RL00171,P002,resolved,2024-01-08,monitor,closed successfully
EV000628,RL00172,,classified,2023-12-10,intake,
EV000629,RL00172,P002,matched,2023-12-13,matching,"top-3 by capacity+ROI, ranked P002 #1"
EV000630,RL00172,P002,lost,2023-12-25,monitor,no fit / declined
EV000631,RL00173,,classified,2023-12-14,intake,
EV000632,RL00173,P001,matched,2023-12-15,matching,"top-3 by capacity+ROI, ranked P001 #1"
EV000633,RL00174,,classified,2023-12-25,intake,
EV000634,RL00174,P001,matched,2023-12-28,matching,"top-3 by capacity+ROI, ranked P001 #1"
